DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,F: Female,2018,44.5594397448781,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,36.8761546137565,52.4326060378026,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,M: Male,2018,51.3470979565438,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,42.5596118393027,60.3994563780501,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2018,48.0433349598417,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,39.9443024674872,56.3200570241323,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2018,7.55190005460124,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,7.12956125873065,7.99542716059996,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2018,9.34091046778792,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,8.85025404454073,9.88578881637882,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2018,8.47356946355402,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,8.06405920269818,8.91675138773789,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,CME_MRY0: Infant mortality rate,F: Female,2018,19.0310993485099,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,18.5669865479219,19.4993300493217,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,CME_MRY0: Infant mortality rate,M: Male,2018,21.7559211635721,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,21.2406535743129,22.2817425530767,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,CME_MRY0: Infant mortality rate,_T: Total,2018,20.4293154021666,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,19.9604107274615,20.8952518551896,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,CME_MRY0: Infant mortality rate,F: Female,2018,2.65320909730191,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,0.777551978192553,9.44764573119605,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,CME_MRY0: Infant mortality rate,M: Male,2018,3.21492710290573,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,0.953210299817271,11.5267362830398,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,CME_MRY0: Infant mortality rate,_T: Total,2018,2.94138632874557,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,0.868024327775724,10.544288159216,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AGO: Angola,CME_MRY0: Infant mortality rate,F: Female,2018,46.3270704904568,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,25.0676160281033,78.3819436060189,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AGO: Angola,CME_MRY0: Infant mortality rate,M: Male,2018,57.0696031644075,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,31.0126375064807,96.2751652055245,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AGO: Angola,CME_MRY0: Infant mortality rate,_T: Total,2018,51.8714403760195,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,28.2056985906591,87.3760783750006,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ATG: Antigua and Barbuda,CME_MRY0: Infant mortality rate,F: Female,2018,5.53152349163321,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,4.02778840040038,7.58261297817608,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ATG: Antigua and Barbuda,CME_MRY0: Infant mortality rate,M: Male,2018,6.45844679667181,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,4.70291944477389,8.84081864103429,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ATG: Antigua and Barbuda,CME_MRY0: Infant mortality rate,_T: Total,2018,6.00595780768953,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,4.38592518372927,8.19353189127587,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARG: Argentina,CME_MRY0: Infant mortality rate,F: Female,2018,7.64469004806819,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,7.38285516103648,7.92060460743753,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARG: Argentina,CME_MRY0: Infant mortality rate,M: Male,2018,9.70133036390825,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,9.37202661113714,10.0344421593723,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARG: Argentina,CME_MRY0: Infant mortality rate,_T: Total,2018,8.69903815928986,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,8.42064204697576,8.98441188435983,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,2018,9.81973927707246,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,7.39143586416876,12.581980533135,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARM: Armenia,CME_MRY0: Infant mortality rate,M: Male,2018,12.1728147490023,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,9.19875644258047,15.5273375750586,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARM: Armenia,CME_MRY0: Infant mortality rate,_T: Total,2018,11.0331666482853,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,8.33428075899968,14.0129525718652,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,CME_MRY0: Infant mortality rate,F: Female,2018,2.81325107987632,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,2.69821061368014,2.93585130911479,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,CME_MRY0: Infant mortality rate,M: Male,2018,3.36410849249661,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,3.22822845883259,3.50394852629697,,,,,,,,,,_T: Total
