DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,4.6,0: Units,PCNT: %,MD: Modelled,F: Free,3.6215954,5.7866936,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,7.3,0: Units,PCNT: %,MD: Modelled,F: Free,5.7380462,9.6484766,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,7.4,0: Units,PCNT: %,MD: Modelled,F: Free,5.9960475,9.4364519,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AGO: Angola,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,15.3,0: Units,PCNT: %,MD: Modelled,F: Free,11.828047,21.424515,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ATG: Antigua and Barbuda,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,9.1,0: Units,PCNT: %,MD: Modelled,F: Free,7.0872531,11.57271,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARG: Argentina,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,7.3,0: Units,PCNT: %,MD: Modelled,F: Free,7.0898352,7.6036806,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARM: Armenia,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,9.0,0: Units,PCNT: %,MD: Modelled,F: Free,8.214484199999999,9.743714300000001,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,6.5,0: Units,PCNT: %,MD: Modelled,F: Free,6.4375272,6.6013932,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,6.5,0: Units,PCNT: %,MD: Modelled,F: Free,6.4372468,6.6057487,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2015,7.3,0: Units,PCNT: %,MD: Modelled,F: Free,6.3912024,8.174015000000001,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,_T: Total
