DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,F: Female,2015,49.5442666026643,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,43.3934231706402,55.9446594010079,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,M: Male,2015,56.6097443894485,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,49.7062307522574,63.8383750999713,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2015,53.1698069139217,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,46.8142676505107,59.7877683064908,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2015,7.56178800789639,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,7.22717683135338,7.93088591243924,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2015,9.41172938408396,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,9.0115391676103,9.83773088964123,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2015,8.50945980581178,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,8.20543723800632,8.84164914104866,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,CME_MRY0: Infant mortality rate,F: Female,2015,20.2225687582583,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,19.7402353149892,20.7266269427487,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,CME_MRY0: Infant mortality rate,M: Male,2015,22.9291240563481,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,22.3816737010939,23.4776870944493,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,CME_MRY0: Infant mortality rate,_T: Total,2015,21.6126941600446,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,21.1262061839009,22.1042036878519,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,CME_MRY0: Infant mortality rate,F: Female,2015,3.0124086442009,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,1.04162766523303,9.02675227977306,,,,,,,,,,_T: Total
