GHO,PUBLISHSTATE,YEAR,REGION,UNREGION,WORLDBANKINCOMEGROUP,COUNTRY,SEX,Display Value,Numeric,Low,High,Comments
MDG_0000000001,PUBLISHED,2018,AFR,,,CAF,FMLE,76.5,76.48281,50.62849,110.89353,
MDG_0000000001,PUBLISHED,2018,AFR,,,CAF,MLE,90.1,90.08846,59.40955,130.76728,
MDG_0000000001,PUBLISHED,2018,AMR,,,CAN,BTSX,4.3,4.34687,4.15355,4.54054,
MDG_0000000001,PUBLISHED,2018,AMR,,,CAN,FMLE,4,4.04291,3.84774,4.24258,
MDG_0000000001,PUBLISHED,2018,AMR,,,CAN,MLE,4.6,4.63566,4.41871,4.85905,
MDG_0000000001,PUBLISHED,2018,EUR,,,CHE,BTSX,3.6,3.63776,3.34304,3.95907,
MDG_0000000001,PUBLISHED,2018,EUR,,,CHE,FMLE,3.3,3.32117,3.0386,3.63087,
MDG_0000000001,PUBLISHED,2018,EUR,,,CHE,MLE,3.9,3.93546,3.60454,4.29613,
MDG_0000000001,PUBLISHED,2018,AMR,,,CHL,BTSX,6.2,6.15847,5.06726,7.47204,
MDG_0000000001,PUBLISHED,2018,AMR,,,CHL,FMLE,5.6,5.63561,4.64475,6.85992,
MDG_0000000001,PUBLISHED,2018,AMR,,,CHL,MLE,6.7,6.6546,5.47075,8.07654,
MDG_0000000001,PUBLISHED,2018,WPR,,,CHN,BTSX,7.3,7.2715,6.55012,8.08589,
MDG_0000000001,PUBLISHED,2018,WPR,,,CHN,FMLE,6.8,6.81376,6.07728,7.64384,
MDG_0000000001,PUBLISHED,2018,WPR,,,CHN,MLE,7.7,7.70408,6.90431,8.63705,
MDG_0000000001,PUBLISHED,2018,AFR,,,CMR,BTSX,51.6,51.58738,44.97384,59.24048,
MDG_0000000001,PUBLISHED,2018,AFR,,,CMR,FMLE,46.1,46.14688,40.08335,53.38752,
MDG_0000000001,PUBLISHED,2018,AFR,,,CMR,MLE,56.8,56.77352,49.20942,65.35328,
MDG_0000000001,PUBLISHED,2018,AFR,,,COD,BTSX,67.9,67.89352,48.24717,91.34416,
MDG_0000000001,PUBLISHED,2018,AFR,,,COD,FMLE,61.7,61.6926,43.48307,83.22292,
MDG_0000000001,PUBLISHED,2018,AFR,,,COD,MLE,73.9,73.87132,52.46128,99.61144,
MDG_0000000001,PUBLISHED,2018,AFR,,,COG,BTSX,35.7,35.72598,23.9532,54.23698,
MDG_0000000001,PUBLISHED,2018,AFR,,,COG,FMLE,32,32.00828,21.40878,48.86088,
MDG_0000000001,PUBLISHED,2018,AFR,,,COG,MLE,39.3,39.31425,26.23892,59.45778,
MDG_0000000001,PUBLISHED,2018,WPR,,,COK,BTSX,6.7,6.72993,4.11327,11.17761,
MDG_0000000001,PUBLISHED,2018,WPR,,,COK,FMLE,6,5.95659,3.62682,9.91356,
MDG_0000000001,PUBLISHED,2018,WPR,,,COK,MLE,7.4,7.44469,4.53747,12.43504,
MDG_0000000001,PUBLISHED,2018,AMR,,,COL,BTSX,12.2,12.20551,8.83642,16.65058,
MDG_0000000001,PUBLISHED,2018,AMR,,,COL,FMLE,10.8,10.78072,7.78912,14.72728,
MDG_0000000001,PUBLISHED,2018,AMR,,,COL,MLE,13.6,13.56438,9.7823,18.50435,
MDG_0000000001,PUBLISHED,2018,AFR,,,COM,BTSX,49.7,49.68353,26.82337,94.73331,
MDG_0000000001,PUBLISHED,2018,AFR,,,COM,FMLE,45,45.01349,24.20115,86.00542,
MDG_0000000001,PUBLISHED,2018,AFR,,,COM,MLE,54.3,54.25122,29.242,103.41623,
MDG_0000000001,PUBLISHED,2018,AFR,,,CPV,BTSX,13.6,13.56127,11.66613,15.79833,
MDG_0000000001,PUBLISHED,2018,AFR,,,CPV,FMLE,12.2,12.2089,10.48071,14.25423,
MDG_0000000001,PUBLISHED,2018,AFR,,,CPV,MLE,14.8,14.84884,12.6992,17.33421,
MDG_0000000001,PUBLISHED,2018,AMR,,,CRI,BTSX,7.5,7.5327,7.27088,7.81326,
MDG_0000000001,PUBLISHED,2018,AMR,,,CRI,FMLE,7,7.01691,6.72718,7.31848,
MDG_0000000001,PUBLISHED,2018,AMR,,,CRI,MLE,8,8.02306,7.71214,8.35861,
MDG_0000000001,PUBLISHED,2018,AMR,,,CUB,BTSX,3.9,3.90703,3.39211,4.54336,
MDG_0000000001,PUBLISHED,2018,AMR,,,CUB,FMLE,3.5,3.46749,3.01184,4.04077,
MDG_0000000001,PUBLISHED,2018,AMR,,,CUB,MLE,4.3,4.32445,3.7557,5.03656,
MDG_0000000001,PUBLISHED,2018,EUR,,,CYP,BTSX,1.9,1.92124,1.45528,2.58971,
MDG_0000000001,PUBLISHED,2018,EUR,,,CYP,FMLE,1.8,1.76462,1.33219,2.37891,
MDG_0000000001,PUBLISHED,2018,EUR,,,CYP,MLE,2.1,2.07226,1.56869,2.79703,
MDG_0000000001,PUBLISHED,2018,EUR,,,CZE,BTSX,2.5,2.54661,2.42916,2.66919,
MDG_0000000001,PUBLISHED,2018,EUR,,,CZE,FMLE,2.2,2.23736,2.11277,2.36884,
MDG_0000000001,PUBLISHED,2018,EUR,,,CZE,MLE,2.8,2.84013,2.69196,2.99218,
MDG_0000000001,PUBLISHED,2018,EUR,,,DEU,BTSX,3.3,3.25157,3.15709,3.35122,
MDG_0000000001,PUBLISHED,2018,EUR,,,DEU,FMLE,3,2.96833,2.86861,3.07406,
MDG_0000000001,PUBLISHED,2018,EUR,,,DEU,MLE,3.5,3.5217,3.40758,3.63924,
MDG_0000000001,PUBLISHED,2018,EMR,,,DJI,BTSX,49.8,49.79532,31.57403,75.12045,
MDG_0000000001,PUBLISHED,2018,EMR,,,DJI,FMLE,45.3,45.26871,28.81075,68.03515,
MDG_0000000001,PUBLISHED,2018,EMR,,,DJI,MLE,54,53.97383,34.37501,81.80694,
MDG_0000000001,PUBLISHED,2018,AMR,,,DMA,BTSX,30.3,30.30109,26.48961,34.89265,
MDG_0000000001,PUBLISHED,2018,AMR,,,DMA,FMLE,27.9,27.9187,24.27747,32.39146,
MDG_0000000001,PUBLISHED,2018,AMR,,,DMA,MLE,32.6,32.58707,28.2084,37.62897,
MDG_0000000001,PUBLISHED,2018,EUR,,,DNK,BTSX,3.3,3.33771,3.15296,3.52887,
MDG_0000000001,PUBLISHED,2018,EUR,,,DNK,FMLE,2.9,2.88716,2.72417,3.05324,
MDG_0000000001,PUBLISHED,2018,EUR,,,DNK,MLE,3.8,3.76666,3.55755,3.98365,
MDG_0000000001,PUBLISHED,2018,AMR,,,DOM,BTSX,24.1,24.12055,17.60507,32.83569,
MDG_0000000001,PUBLISHED,2018,AMR,,,DOM,FMLE,21.7,21.73102,15.80247,29.71732,
MDG_0000000001,PUBLISHED,2018,AMR,,,DOM,MLE,26.4,26.36238,19.24179,35.86459,
MDG_0000000001,PUBLISHED,2018,AFR,,,DZA,BTSX,20.4,20.42932,19.96041,20.89525,
MDG_0000000001,PUBLISHED,2018,AFR,,,DZA,FMLE,19,19.0311,18.56699,19.49933,
MDG_0000000001,PUBLISHED,2018,AFR,,,DZA,MLE,21.8,21.75592,21.24065,22.28174,
MDG_0000000001,PUBLISHED,2018,AMR,,,ECU,BTSX,12.3,12.27264,11.56653,12.9995,
MDG_0000000001,PUBLISHED,2018,AMR,,,ECU,FMLE,10.7,10.74745,9.98578,11.53068,
MDG_0000000001,PUBLISHED,2018,AMR,,,ECU,MLE,13.7,13.71997,12.84144,14.64966,
MDG_0000000001,PUBLISHED,2018,EMR,,,EGY,BTSX,17.9,17.93854,13.17885,24.34827,
MDG_0000000001,PUBLISHED,2018,EMR,,,EGY,FMLE,16.7,16.67282,12.20961,22.7097,
MDG_0000000001,PUBLISHED,2018,EMR,,,EGY,MLE,19.1,19.11718,14.01462,26.04236,
MDG_0000000001,PUBLISHED,2018,AFR,,,ERI,BTSX,31.3,31.32267,20.80609,45.83572,
MDG_0000000001,PUBLISHED,2018,AFR,,,ERI,FMLE,26.7,26.69707,17.7149,39.13553,
MDG_0000000001,PUBLISHED,2018,AFR,,,ERI,MLE,35.7,35.70014,23.71919,52.26094,
MDG_0000000001,PUBLISHED,2018,EUR,,,ESP,BTSX,2.6,2.6454,2.51046,2.79306,
MDG_0000000001,PUBLISHED,2018,EUR,,,ESP,FMLE,2.4,2.4042,2.27159,2.55024,
MDG_0000000001,PUBLISHED,2018,EUR,,,ESP,MLE,2.9,2.87442,2.7215,3.0456,
MDG_0000000001,PUBLISHED,2018,EUR,,,EST,BTSX,2,1.99652,1.75201,2.27987,
MDG_0000000001,PUBLISHED,2018,EUR,,,EST,FMLE,1.8,1.79698,1.57123,2.0665,
MDG_0000000001,PUBLISHED,2018,EUR,,,EST,MLE,2.2,2.1849,1.90812,2.50544,
MDG_0000000001,PUBLISHED,2018,AFR,,,ETH,BTSX,37.9,37.92847,32.91049,43.58823,
MDG_0000000001,PUBLISHED,2018,AFR,,,ETH,FMLE,32.6,32.58744,28.12643,37.6415,
MDG_0000000001,PUBLISHED,2018,AFR,,,ETH,MLE,43,43.01347,37.25425,49.4906,
MDG_0000000001,PUBLISHED,2018,EUR,,,FIN,BTSX,2,1.95734,1.8181,2.11298,
MDG_0000000001,PUBLISHED,2018,EUR,,,FIN,FMLE,1.8,1.77979,1.64148,1.93146,
MDG_0000000001,PUBLISHED,2018,EUR,,,FIN,MLE,2.1,2.12794,1.96736,2.3034,
MDG_0000000001,PUBLISHED,2018,WPR,,,FJI,BTSX,21.6,21.57342,19.90663,23.37005,
MDG_0000000001,PUBLISHED,2018,WPR,,,FJI,FMLE,19.6,19.59433,17.93779,21.35005,
MDG_0000000001,PUBLISHED,2018,WPR,,,FJI,MLE,23.4,23.43996,21.54081,25.50802,
MDG_0000000001,PUBLISHED,2018,EUR,,,FRA,BTSX,3.7,3.68693,3.5645,3.81384,
MDG_0000000001,PUBLISHED,2018,EUR,,,FRA,FMLE,3.3,3.32503,3.19794,3.45771,
MDG_0000000001,PUBLISHED,2018,EUR,,,FRA,MLE,4,4.03317,3.88207,4.18362,
MDG_0000000001,PUBLISHED,2018,WPR,,,FSM,BTSX,25.4,25.40877,10.87189,54.96676,
MDG_0000000001,PUBLISHED,2018,WPR,,,FSM,FMLE,22.5,22.50977,9.66502,48.82262,
MDG_0000000001,PUBLISHED,2018,WPR,,,FSM,MLE,28.1,28.07057,12.00654,61.06622,
MDG_0000000001,PUBLISHED,2018,AFR,,,GAB,BTSX,32.2,32.21139,22.01543,45.69017,
MDG_0000000001,PUBLISHED,2018,AFR,,,GAB,FMLE,28.4,28.36104,19.25975,40.31931,
MDG_0000000001,PUBLISHED,2018,AFR,,,GAB,MLE,35.9,35.86445,24.47133,51.09138,
MDG_0000000001,PUBLISHED,2018,EUR,,,GBR,BTSX,3.7,3.71773,3.60215,3.83825,
MDG_0000000001,PUBLISHED,2018,EUR,,,GBR,FMLE,3.4,3.35912,3.23866,3.4827,
MDG_0000000001,PUBLISHED,2018,EUR,,,GBR,MLE,4.1,4.05871,3.92172,4.20289,
MDG_0000000001,PUBLISHED,2018,EUR,,,GEO,BTSX,8.7,8.71911,7.76495,9.84258,
MDG_0000000001,PUBLISHED,2018,EUR,,,GEO,FMLE,7.6,7.64734,6.74465,8.73224,
MDG_0000000001,PUBLISHED,2018,EUR,,,GEO,MLE,9.7,9.73276,8.61739,11.04341,
MDG_0000000001,PUBLISHED,2018,AFR,,,GHA,BTSX,35,34.95535,29.97626,40.54849,
MDG_0000000001,PUBLISHED,2018,AFR,,,GHA,FMLE,31,31.00643,26.47047,36.04325,
MDG_0000000001,PUBLISHED,2018,AFR,,,GHA,MLE,38.7,38.70617,33.06937,44.94319,
MDG_0000000001,PUBLISHED,2018,AFR,,,GIN,BTSX,65.1,65.11028,56.587,75.48806,
MDG_0000000001,PUBLISHED,2018,AFR,,,GIN,FMLE,58.9,58.87982,50.85597,68.33251,
MDG_0000000001,PUBLISHED,2018,AFR,,,GIN,MLE,71,70.99984,61.53289,82.65344,
MDG_0000000001,PUBLISHED,2018,AFR,,,GMB,BTSX,36.8,36.82043,32.80028,41.0707,
MDG_0000000001,PUBLISHED,2018,AFR,,,GMB,FMLE,32.5,32.49929,28.62245,36.61978,
MDG_0000000001,PUBLISHED,2018,AFR,,,GMB,MLE,40.9,40.91156,36.34109,45.90778,
MDG_0000000001,PUBLISHED,2018,AFR,,,GNB,BTSX,54,53.97031,37.62136,75.88117,
MDG_0000000001,PUBLISHED,2018,AFR,,,GNB,FMLE,48.2,48.21026,33.51639,68.08648,
MDG_0000000001,PUBLISHED,2018,AFR,,,GNB,MLE,59.4,59.38932,41.42299,83.71181,
MDG_0000000001,PUBLISHED,2018,AFR,,,GNQ,BTSX,62.2,62.20776,41.12749,94.14891,
MDG_0000000001,PUBLISHED,2018,AFR,,,GNQ,FMLE,56.4,56.36054,37.08908,85.26152,
MDG_0000000001,PUBLISHED,2018,AFR,,,GNQ,MLE,67.9,67.86268,44.84762,103.0551,
MDG_0000000001,PUBLISHED,2018,EUR,,,GRC,BTSX,3.5,3.53747,3.28472,3.80497,
MDG_0000000001,PUBLISHED,2018,EUR,,,GRC,FMLE,3.2,3.24283,3.00022,3.50599,
MDG_0000000001,PUBLISHED,2018,EUR,,,GRC,MLE,3.8,3.81715,3.53025,4.11453,
MDG_0000000001,PUBLISHED,2018,AMR,,,GRD,BTSX,14.7,14.72418,12.36943,17.4792,
MDG_0000000001,PUBLISHED,2018,AMR,,,GRD,FMLE,13.5,13.50487,11.32538,16.12842,
MDG_0000000001,PUBLISHED,2018,AMR,,,GRD,MLE,15.9,15.8897,13.27198,18.92033,
MDG_0000000001,PUBLISHED,2018,AMR,,,GTM,BTSX,21.4,21.41353,17.3631,26.16363,
MDG_0000000001,PUBLISHED,2018,AMR,,,GTM,FMLE,18.9,18.93191,15.32314,23.16034,
MDG_0000000001,PUBLISHED,2018,AMR,,,GTM,MLE,23.8,23.77278,19.18006,29.17344,
MDG_0000000001,PUBLISHED,2018,AMR,,,GUY,BTSX,25.2,25.21545,16.53428,37.80197,
MDG_0000000001,PUBLISHED,2018,AMR,,,GUY,FMLE,21.8,21.77846,14.25461,32.78232,
MDG_0000000001,PUBLISHED,2018,AMR,,,GUY,MLE,28.4,28.38674,18.58311,42.84501,
MDG_0000000001,PUBLISHED,2018,AMR,,,HND,BTSX,14.9,14.93268,10.28491,21.24321,
MDG_0000000001,PUBLISHED,2018,AMR,,,HND,FMLE,13.2,13.17109,9.01741,18.78667,
MDG_0000000001,PUBLISHED,2018,AMR,,,HND,MLE,16.6,16.58211,11.41324,23.65798,
MDG_0000000001,PUBLISHED,2018,EUR,,,HRV,BTSX,4.1,4.09768,3.78862,4.46482,
MDG_0000000001,PUBLISHED,2018,EUR,,,HRV,FMLE,3.7,3.72205,3.42088,4.07856,
MDG_0000000001,PUBLISHED,2018,EUR,,,HRV,MLE,4.5,4.45264,4.09669,4.86587,
MDG_0000000001,PUBLISHED,2018,AMR,,,HTI,BTSX,49.4,49.42428,39.93383,61.91706,
MDG_0000000001,PUBLISHED,2018,AMR,,,HTI,FMLE,44.4,44.35408,35.71898,55.85598,
MDG_0000000001,PUBLISHED,2018,AMR,,,HTI,MLE,54.2,54.19186,43.87589,67.86637,
MDG_0000000001,PUBLISHED,2018,EUR,,,HUN,BTSX,3.3,3.3104,3.07709,3.5591,
MDG_0000000001,PUBLISHED,2018,EUR,,,HUN,FMLE,3,3.04698,2.82059,3.29345,
MDG_0000000001,PUBLISHED,2018,EUR,,,HUN,MLE,3.6,3.55663,3.3,3.83593,
MDG_0000000001,PUBLISHED,2018,SEAR,,,IDN,BTSX,20.9,20.93541,18.1425,24.40011,
MDG_0000000001,PUBLISHED,2018,SEAR,,,IDN,FMLE,18.5,18.54113,15.95849,21.67953,
MDG_0000000001,PUBLISHED,2018,SEAR,,,IDN,MLE,23.2,23.22651,20.09663,27.07161,
MDG_0000000001,PUBLISHED,2018,SEAR,,,IND,BTSX,29.7,29.7326,27.30129,32.14383,"The most recent national official estimates of neonatal, infant and under-five mortality rates in India are from the India Sample Registration System with a rate of 23, 32 and 36 deaths per 1,000 live births, respectively, in the year 2018."
MDG_0000000001,PUBLISHED,2018,SEAR,,,IND,FMLE,29.7,29.74069,27.22393,32.22915,"The most recent national official estimates of neonatal, infant and under-five mortality rates in India are from the India Sample Registration System with a rate of 23, 32 and 36 deaths per 1,000 live births, respectively, in the year 2018."
MDG_0000000001,PUBLISHED,2018,SEAR,,,IND,MLE,29.7,29.70964,27.23271,32.27927,"The most recent national official estimates of neonatal, infant and under-five mortality rates in India are from the India Sample Registration System with a rate of 23, 32 and 36 deaths per 1,000 live births, respectively, in the year 2018."
MDG_0000000001,PUBLISHED,2018,EUR,,,IRL,BTSX,2.9,2.91963,2.596,3.27433,
MDG_0000000001,PUBLISHED,2018,EUR,,,IRL,FMLE,2.7,2.66566,2.35849,2.99947,
MDG_0000000001,PUBLISHED,2018,EUR,,,IRL,MLE,3.2,3.1588,2.79997,3.5573,
MDG_0000000001,PUBLISHED,2018,EMR,,,IRN,BTSX,12.4,12.42402,7.92622,19.35426,
MDG_0000000001,PUBLISHED,2018,EMR,,,IRN,FMLE,11.8,11.75325,7.4697,18.38817,
MDG_0000000001,PUBLISHED,2018,EMR,,,IRN,MLE,13,13.02666,8.30864,20.28687,
MDG_0000000001,PUBLISHED,2018,EMR,,,IRQ,BTSX,22.5,22.50715,17.99952,27.75701,
MDG_0000000001,PUBLISHED,2018,EMR,,,IRQ,FMLE,20.2,20.21593,16.15622,25.0634,
MDG_0000000001,PUBLISHED,2018,EMR,,,IRQ,MLE,24.7,24.69356,19.65049,30.5771,
MDG_0000000001,PUBLISHED,2018,EUR,,,ISL,BTSX,1.6,1.60419,1.25201,2.04887,
MDG_0000000001,PUBLISHED,2018,EUR,,,ISL,FMLE,1.5,1.46353,1.14481,1.87546,
MDG_0000000001,PUBLISHED,2018,EUR,,,ISL,MLE,1.7,1.73376,1.35533,2.22013,
MDG_0000000001,PUBLISHED,2018,EUR,,,ISR,BTSX,3,3.01425,2.89418,3.13621,
MDG_0000000001,PUBLISHED,2018,EUR,,,ISR,FMLE,2.8,2.78298,2.65285,2.91918,
MDG_0000000001,PUBLISHED,2018,EUR,,,ISR,MLE,3.2,3.23398,3.0914,3.38121,
MDG_0000000001,PUBLISHED,2018,EUR,,,ITA,BTSX,2.8,2.75354,2.6152,2.89904,
